value_x,value_y
89.66509999999998,3.1643999999999997
100.3228,3.4476
94.87180952380955,3.3992500000000003
94.86657142857143,3.42225
47.3563,2.2475
31.916631578947364,2.08375
52.687,2.5308
63.65876190476191,2.7388
51.582476190476186,2.498
57.53171428571428,2.80075
90.0141052631579,3.2754999999999996
102.29969999999997,3.63925
95.38526315789473,3.7347499999999996
100.64452631578946,3.471
50.788,2.333
30.8226,1.9242000000000001
53.49884210526316,2.4800000000000004
62.17042105263158,2.7607500000000007
55.014210526315786,2.5309999999999997
50.560526315789474,2.6955
103.0568695652174,3.6165
106.24890909090912,3.88075
93.0005,3.78425
100.43457142857145,3.6275999999999997
47.979727272727274,2.5278
38.106363636363646,2.1225
49.736695652173914,2.497
62.781142857142854,2.76025
58.19914285714287,2.72025
30.48336363636364,2.5034
84.28925000000001,2.92125
110.07789999999997,3.8455000000000004
103.4061,3.9506
92.09800000000001,3.636
101.9750476190476,3.7552499999999998
54.76580952380953,2.5592499999999996
41.26323809523809,2.25875
51.16294736842105,2.59475
66.32704761904762,2.9234
63.87066666666667,2.9804
20.898374999999994,2.207
74.40459999999999,2.904
101.40761904761905,3.9530000000000003
94.74,3.7545
94.81381818181818,3.6785
101.76438095238093,3.771
59.45210000000001,2.76375
46.85409523809525,2.4368000000000003
48.57209090909091,2.5585999999999998
69.99109090909091,3.0912500000000005
60.878181818181815,3.051
75.48036363636362,2.78375
96.33754545454545,3.72775
82.4101904761905,3.56725
95.80449999999999,3.6902500000000003
105.1075238095238,3.7847999999999997
59.87436363636364,2.8812000000000006
48.92100000000001,2.53425
45.21854545454544,2.5185000000000004
67.2935238095238,3.104
54.7362,2.9370000000000003
76.40923809523808,2.7777499999999997
97.3717,3.71725
87.96390476190476,3.4894
104.68945454545455,3.6544000000000003
102.24036363636361,3.7055
50.96490909090908,2.8495000000000004
44.87689999999999,2.39525
46.692099999999996,2.478
70.43523809523808,3.0752
57.55336363636363,2.9508
76.69927272727273,2.7866000000000004
86.35878260869565,3.7184
94.18191304347825,3.78025
106.53318181818182,3.6542499999999998
95.86009523809524,3.5935
42.924000000000014,2.7152000000000003
44.84504347826088,2.3604
48.07252173913044,2.5612500000000002
67.7491304347826,3.0729999999999995
54.833,2.84375
75.61295238095238,2.7797500000000004
85.62028571428573,3.6772500000000004
94.6021052631579,3.92225
106.20049999999996,3.6158
92.95542857142856,3.5228
45.502761904761904,2.48175
45.282000000000004,2.4057500000000003
49.91509999999999,2.84275
70.04557894736843,3.079
56.96500000000001,2.8194000000000004
82.04342857142858,2.87
86.4684761904762,3.5130000000000003
89.5898260869565,3.7828000000000004
100.58895652173912,3.43975
84.28860869565217,3.303
46.339909090909096,2.4385
49.964285714285715,2.4412
51.62009090909092,2.7024
70.76921739130432,3.1018
54.0244347826087,2.846
84.36514285714286,2.9208
97.17666666666666,3.4444999999999997
86.7664761904762,3.5127499999999996
93.98830000000001,3.3537500000000002
75.81968421052632,3.05475
43.0532,2.3106
45.827714285714286,2.36725
56.68580952380954,2.7425
56.722380952380945,2.9147499999999997
57.0731,2.843
89.2551818181818,3.061
98.58742857142859,3.33725
88.29299999999998,3.3956000000000004
97.91952380952381,3.38
59.327363636363614,2.683
37.43763636363636,2.1845000000000003
52.26352380952382,2.447
57.953800000000015,2.66225
49.041700000000006,2.6380000000000003
59.79895238095238,2.8234
